Tweets,Decision
#big black asses porno tanner mayes anal https://t.co/osevnpdtgb,No
@xhnews netanyahu needs shot down and killed .hes fucktard l psychopath,Yes
my sister is driving our drunk asses home....except i've sobered up now,No
rt @5luttyprincess: @babygvrlki _________ this our asses. https://t.co/cncj24xtfm,No
yall bitches do the ppl who really wanna be wit yall  wrong! and wonder why mfs be playin basketball wit yall asses _________,No
evilangel sharing cocks in our asses and throats https://t.co/vfbowmvdzq #porno #porn #teens,No
@sierrareneerus2 @its_julian_boii stooopid asses but i'm glad you're not in jail ____,Yes
perfect candid bubbl https://t.co/rqrgo2x6sh #asses #brunettes #milfs  #adult #seins #nsfw #sex #xxx #boob #salope rt =&gt; follow,No
got all your stupid asses____,Yes
@realdlhughley wow! aren't you the shit-for-brains racist asswipe! smooth move  dumb ass!,Yes
@attimjones your ip address can be pulled  as well  asshat! @mrdenny @aresborghese @kurteichenwald,Yes
rt @fattydaddy7: the only thing better than the #fiestabowl score is the fact that it's keeping that fuckhead herbstreit quiet.,Yes
niggas swear the professors of keeping bitches in check1101  shut your weird asses up!!!!,No
toys coming out of hotkinkyjo and her friends hot asses https://t.co/h638aqo57w,No
throwback to our gay asses https://t.co/dzwe8yax7u,No
y'all better get yo asses to sleep if you want presents. santa tracker says santa is in the united states man.,No
i hate stupid asses,No
brunette big tit  show how gives cocksucker motherfucker https://t.co/k2v1njn1am,No
white girls with big asses fucking black men #porno in colombia https://t.co/1aupnmn5vl,No
@olivierbranford hi  bonjourrrr!!!thanks for following .....get to back later  a plus tard-----------------------,Yes
rt @ksweety26: paul dylan is a grown man he's not obligated to talk to nikki my god what's with gc kissing their asses #yr,No
let's all be thankful for mail and package carriers  busting their asses to make sure we all get our packages in time for the holidays.,No
showing asses #nudist #naturist #nude #naked #voyeur #boobs https://t.co/atqrbthllq,No
gotta change my number on y'all dumb asses ..,Yes
idgaf what your beliefs are in any god. true  honest  and good religious folks are a delight and act better than half our asses ever could,No
rt @2pocaa: the feds on niggas asses  that's why everybody tryna marry they bitch now ________,No
asses in seats for like 5-6 min. then nothing ever.,No
@cristinalaila1 @hnvance40 @gatewaypundit get your heads out of your asses you nutjobs. and maybe try meeting someone from a diff religion.,No
@mikesouth1226 as you leave it will be disgusting hearing sean tompkins and donny long gloat i hope karma hits their asses soon.,No
#free fat asses porn girl driving naked https://t.co/opfo7kfeps,No
beating other kids asses https://t.co/edgmjb3aku,No
@rubycodpiece __you are right. however  it's fun watching you shred their ignorant asses to pieces.,No
@ggolivas11 well bring your ass down here and we'll go eat as many tacos as we please and get shitfaced,No
i'm literally down like five friends right now  you guys that are coming back to michigan need to get your asses back here,No
don't disrespect your sunbae  you shithead. https://t.co/hirbphcs1u,No
"@drmartyfox don't give fucktard ""beyond narcissism"" krauthammeræany attention after the way he treated djt during the primary. we remember!",Yes
rs  im snagging yall asses https://t.co/bvkml1haj8,No
@_savthemfdon_ or if you're doing it right at least cause twitter gets a lot of your stupid asses caught up,Yes
omg those lucky girls got their asses touched by exid,No
i seriously am so beyond grateful for this cute little shithead  __ i don't know how i got so lucky __ https://t.co/iwb1pbztlv,No
____ join me for a live chat _ add my snapchat in my profile! #nsfw #porn #sexvideos #asses ____,No
hi guys! who wants to join me on webcam for quality time? _ take a look at my bio and click the link! #nsfw #porn #sexvideos #asses,No
2 teams i hate with every fiber of my being are playing at same time.. the blues n the gatas hope they both get their asses beat,No
that 1 cop really did save our asses. didn't get the name but s/o to him _____,No
@resie_25 @_madeinatl yes they won't know who called on their asses__,No
hates @nicknotned enough to dishnstly ruin his/100s gawkerverse lives but homophobic djt admin a-ok. awful asshat https://t.co/srpb84gjme,No
the second is an asshat,No
@finebaum good conference showing so far  asswipe!,No
laugh at they unfortunate asses https://t.co/ixczfz2ewt,No
a post arguing for different ways to asses charity effectiveness... https://t.co/xdhwqld40u,No
i'd left many ads  got a buyer who didn't pass  and now i'm in debt while she left my ass? ain't you me? now we just some  mingle asses.__,No
@originalsteel i fell asleep watching hockey wife &amp; daughter freezing their asses off  oops __,No
@baddazzdebo @_onlyapril ______ it's not even funny moe &amp; april delete your tweet asswipe,No
@holcombterry happy birthday shithead __ i miss and love you!!,No
@el_chuco_tx @mbattifora @thehill  4. it supports the usa 5. it's run by badasses 6. it doesn't take shit from no1 7. it kicks others asses,No
@gamslafrans no never let's shake our asses to pc asap bish happy new year,No
rt @getjimpalmer: regrets: how to kick their asses https://t.co/r2eyd4dqrk rt @@harrywhoover,No
can't wait to read and post tweets when i'm a dad. might have to block the kids on social media so i don't embarrass their asses__,No
@cnbc yea i wouldnt either its more important shit to worry about like feeding russia fixing syria shit like that we look like asses in u.s,No
well well well  what do we have here  lily white girls? a furry  an ocean  and a hentai character? nice try. ill kick ur asses motherf,No
ily my precious asswipe ______ https://t.co/9drznmwdij,No
@bfraser747 hell yes he's a champion to make it threw all the bs they put him threw  they are asses,No
rt @a_king_am__i: @salutetherebel @lil_bit_xrated @raidenkeyz @jdblackstone07 @billyyb0ii these asses will make you a sharp shooter____ƒ,No
@fal_neil @broncos asses kicked by mcgloin? bro. 58.2% passer for his career with a 1:1 td to int ratio.,No
@doc_0 at least he is consistently an #asshat,No
@di_lanjeya hi! we are very sorry about this. we invite you to email us at sac@couche-tard.com with the serial number of the gift card. ty!,No
shut y'all asses up and stay home  ain't nun like chillin safely,No
its 1:30am im tired of these gun shots they hurting my babies ears. im really finna call the cops on they asses,No
rt @__neds: lmao i miss doing it to you and tay ! till y'all asses started getting me back ____ https://t.co/vdfasjxzg6,No
who let this asshat on tv? misogynistic prick https://t.co/bfdjnv73x9,No
tight asses of dana and chloe probed https://t.co/y9aggdhgdf #bigtits  #blowjob  #milf  #nsfw,No
@craigdaliessio blow me asshat.,No
i need more scenes of her physically fighting bad guys in season 2 ( and ofc kicking their asses) https://t.co/hwle8enbeq,No
why boy group stans always have to butt in conversation about girls with their meninist asses!! sit down,No
@rondariussteve1 @btslads awwwwww the bolted bruhhhh lmfao scared asses don't fuck with my fam i slice a bitch andƒ https://t.co/pfruco1bb3,No
new video - sexual twinks erik and rafael licking asses and sucking hard cocks in 69 position in the bedroom -ƒ https://t.co/uwflpz0guv,No
rt @brinyiaaaa: these niggas stay disappointing me__. like which one of you dumb asses  gone be different __ ?,Yes
@sunnyallamerica how u notb a gold digger in that environment. be real.what was he lookin for a 24 hr cocksucker &amp;pc of ass. come on gt real,No
i'm glad they get rid of the snake (you) even liam hates you keep licking the hadids asses till they kick you on thƒ https://t.co/2yboqbymeb,No
my boys out here hoopin hard! real life got me gunna run on the court and dap all they asses up lmao,No
this year's best asses in porn ?! &lt;().\&gt; https://t.co/mthhllaay8,No
#penis porn picture blood photo nude girl asses https://t.co/mhqui7zfrx,No
@teri423 @hunter_college he had his kid too what an asshat,No
this new year  i resolve to prepare more meals ahead of time  to read and to write more  and to kick fascist asses up and down 2017.,No
@googleonie @sumoh7 @jkh2 she always said it'd be close &amp; that she was taking nothing for granted. voters assumptions made asses of us all,No
rt @peeandpanties: just give me your fuck stick already!! #sissy #cocksucker https://t.co/be6kklyr10,No
putting your hands on my females is the leading number 1 cause of male whooped asses in america....,No
went to buy eggs yesterday morning. ended up shitfaced in aberystwyth. expensive shopping trip but funnier than eating the eggs.',No
wow and lame asses are mad at these guys for sitting out meaningless bowl games i feel so bad for my guy smh https://t.co/ja3ukhk5bp,No
ebony teens fat asses https://t.co/7xc3rao0kj,No
hot girls sexy asses,No
@tquecri if you think i was being racist  you wildly misunderstood what i was saying... and  my language is the same all the time. #fucktard,Yes
@theredmamba learn the game shithead,Yes
@spartan don't forget the stream where you went off on some dumb asses sir __,No
@willprado1 @countermoonbat @r8der_nation55 people need to start having their asses kicked.,No
that moment when you realize that you're shitfaced,No
rt @kingwntn: i love the winter. it's homeless people hunger games lmaooo. may the odds be with your broke asses.,No
@kyle_appleby @michaelmathious knew one of your dumb asses would try to make that argument __ can't wait for tom to be gone,Yes
#anal big asses bath sex pictures,No
@directv   you fucking dumb asses,Yes
these cheap asses couldn't buy iceberg lettuce on a big mac   so i have discounted the already low price...... https://t.co/rv1eggr2nx,No
rt @uzukhanye_: men are actual babies; sitting on their asses all day eating  drinking and making a noise while the women slave away.   theƒ,No
fuck all y'all. i thought what richard hammond said was funny  as i'm not an sjw fuckhead who hates free speech and hates jokes.,No
wake y'all asses up.,No
gay daddies w hairy asses in rim chairs porn damon thumbs his thirsty https://t.co/2gdplwetwi,No
4 kids? and now you gotta take all they bad asses to show biz https://t.co/uxa4xj1ze3,No
why you turning yo back when i brought your snake asses the fame you have now __,No
@olnken u asshat rejected my luv twice i h8,No
okay michigan get your heads outta your asses,No
rt @william_ruiz64: sorry ass charger fan stay your asses in sd https://t.co/6eysv1elxt,No
wake y'all asses up!,No
rt @xmiebgrnlz4: two college beauties tease by shaking their asses on cam https://t.co/tdzqclqhj8,No
report that guys please. this guy will eat our asses. https://t.co/7kvpxcyhe0,No
bruh if y'all don't sit y'all grown asses down  talking bout you mad cause you didn't get what you wanted,No
lmfaooo my old niggas mad____________________ stay mad wit y'all mad asses,No
filthy cocksucker https://t.co/xjwm7aoapg #slutty boy #gay https://t.co/nb20w7kf4n,No
rt @funfettipanckes: libras always want to play the victim bra like damn manipulative asses. theyre type to blame you for their indiscretioƒ,No
@andrewcieslak well  i think san diego fired them first.  just think  if the ownership was not a group of asses  all would be well.,No
angel king of all head asses lmfao,No
white girls with big asses https://t.co/teydjdqvdm,No
@repogirl54 @realdlhughley between the 2 of them  neither one of their asses can spell pole,Yes
i try to help out the boys in my family as much as i can with advice but they just a bunch of head asses. lmao,No
goodnight fuck heads love y'all ugly asses,No
@_desykay @finegirljae yeah she called they punk asses,No
goodnight bitch asses,No
@soul_james @cordovansplotch @alteregotrip_se  not really.  then again your the same stupid shithead to lump me in with gg.,Yes
they dumb asses deserve this lost.,Yes
#sex and the city hes just not that into you asses sexxx https://t.co/8au9uak0jl,No
hot girl naked having sex #girls getting asses licked https://t.co/929lkxlkoh,No
i hate smart asses they still your stuff make people ship back to africa,No
rt @johnchino01: @alanamastra @princedevitt69 @hunter_college two men chasing ivanka down - ivanka will kick their sissy asses,No
curriculum vitae - phd in asses and hips  excellent grades in boobs and good recommendations by the e&amp;ps.... https://t.co/qa54y1mbty,No
yummy lezzies with identical fine asses having anal toy fest https://t.co/aix395hktc,No
click here to watch the movie:  https://t.co/cztws7mb1k sexy lover is fisting tight asses of jada stevens https://t.co/bq4cjdg0gr,No
yal lil nasty asses eat chitterlings?,No
i'm going to keep playing until i win because i'm a stubborn shithead,No
#free clips nude women with sexy asses free pics pitctures hot naked girls models https://t.co/zsyj6kuest,No
i'm still talking to people back at home and even my cousin in new york.. y'all needa get y'alls asses in bed lmao,No
rt jae_sallstrom: chrismccusker67 jbwhitesnake they'll be getting their bigoted asses sue try that shit....,No
super sexy asses #monique alexander hardcore video https://t.co/b2fjl56os3,No
how primitive it is to wipe our asses with paper. the truly advanced human uses bidets exclusively,No
full video: https://t.co/9vzcrmkrxs francesca le - spectacular asses https://t.co/zqncwwzc2s,No
my sister just said 'are you going to come party with us' in the most shitfaced manner __,No
@conhockeyguy nobody has said that  fucktard. all you've got are strawmen and false equivalencies.,Yes
rt @wasssupasia: because we all know saving them and shielding them from it will cause them to fall on their asses harder.,No
im shitfaced,No
they cant overtake our asses for long! we just have to wait for them to die!,No
,No
"what dumb asses. this is in tampa. he'd over heat. his life was in danger. ""hey he's not liking us put this on  letƒ https://t.co/nffn9fpri4",Yes
@star_island25 s/o to u guys for playing ur asses off. we lost a lot of talents this year to injury. but we have a nice bright spot !!!,No
none. whack asses. https://t.co/oynodnk6co,No
this i know... but i also know niggas not shaving or getting their asses waxed... so if girls complain about hairyƒ https://t.co/e95xtqmxj0,No
are you a #cocksucker ? let @mistressolivia1 help ypu https://t.co/qgjpj5jyyk https://t.co/dkbsju5rmk,No
____ i am back online come watch me in a sexy chat _ head over to my bio and add my snapchat! #nsfw #porn #sexvideos #asses ____,No
@2handsandahead2 mmmm they both have sweet asses that i want to lick and kiss and bite https://t.co/zyvirqliuh,No
#free movies of teens with big asses and sexy feet best natural pornstar https://t.co/tprggdewql,No
various scenes of girls asses in skintight jeans https://t.co/jfjn5d8mvv,No
#girls with sexy asses naked girls lap dance on each other https://t.co/ahmloyn0sb,No
rt @fabresque4: story time! so i was posting edits in a football group minding my own business when outta nowhere this senseless fucktard kƒ,Yes
@bourdain your a nobody your a piece of shit fuck you stupid motherfucker....fucktard,Yes
rt @pawarnhoff: @sherry4201 all the slave owners in the south had black girlfriends too..at night color means nothing to their fake asses!!,No
might be staying over my mates on new years eve. last time i stayed over i got utterly shitfaced and puked in bed. she may say no.,No
hot lesbian porn videos free #sexy asses pics https://t.co/pkftwkb6az,No
not any of the niggas that hmu__ they be bluffin asses https://t.co/wusnijf6rh,No
no website talking bout dm for orders n y'all stupid asses do it,Yes
gave my brother a chocolate filled with chilli  now you'll know to stop being a shithead__,No
rt @coobandy: global warming is coming for our asses https://t.co/srkinxn6vc,No
non major asses be ina waaay!__,No
trying to teach my dad how to play shithead was painful,No
@delta treat your passengers with respect  you racist asses.,No
i swear i miss y'all retarded asses. ______ https://t.co/bkruevemoe,No
@woxgirl @sosodu13004 @zo3_96 cro tard,Yes
me when i realize i didn't wait til the new year to drop some of your fake asses https://t.co/dyhtzc2lhj,No
you're an asswipe @_slim_sadie,No
@kittensyub bruh we're like baby lizards the real snakes are out there tryna eat our asses ________,No
s metimes i just wish . had more asses to tell people to kiss.,No
"@aqibtalib21 is quite simply  a little bitch. i mean  just look at this ""star's"" follower numbers. 16k? that's it? no one likes you  asshat.",No
stupid asses it wasnt cologne it was oberhausen,Yes
don't fucking block and @ ppl fuckhead ______ police twitter!! where are you https://t.co/j0ltehtfsz,No
"oi all ya directioners out there get your asses up and vote for 1d as your fav. ""top artist 2016"" now!! on https://t.co/svxtupynrq hurry!!",No
filthy lesbians alice romain and lyen parker toy rips asses https://t.co/pwqy7wavip,No
@jerrymcd that's best way to sum it up. no pride at all today. raiders got their asses whipped in all phases,No
rt @wordsfromtrack: group of sexy asses https://t.co/8ah4r1hzky,No
@aguilar_2015 @campagnedeeej @irichards_ take y'all bored asses on __,No
exaggerated asses are disgusting,No
@xhqtedcomboz @itzbryan187 @minifiregamer ayeeee leave my homebody pluto alone  i'm finna get on yo asses.,No
@toricecilia they hate us. its christmas eve you asses. ____,No
@nsplichal tweeted moments before our asses got stuck lawl,No
@blaze_tfd rainbow road their asses,No
i can't deal with whine asses in the morning.,no
@lainey02 @monkeesass @junebelle what are they going to cling to after we kick their asses next year? so sad.,No
asshole asshat assface pisser,No
yeah they are going to catch a new jenn in 2017 i'm not playing with their asses __ @mwahhh__,No
"way to be a racist fucktard who assumes ""american"" means ""white culture."" crawl back into bed with ur daddybrothercƒ https://t.co/yno5im35ys",Yes
@1bigpapapuff awesome. we are busting our asses in the studio every week to get our debut album done,No
why do i feel like my heart is melting these 2 are legit i love you to the moon and back baby asses https://t.co/fay3iqma7i,No
someone find these girls and take their asses to jail asap https://t.co/wfxoahpxy8,No
@ungeneva @kom_obr_dem @unhumanrights bullshit! nothing to do  you lick each other asses https://t.co/akds9xegws,No
office nude #free fat asses porn https://t.co/1hrdzarfog,No
@axallanxx trop tard.. ___,No
@bodyxache hell yeah and i think we put boxes to try to put it out like stupid asses,No
@darealjredding yup thats what they do...i had to unfollow some today..buts ok we gone start exposing and giving they asses balloons,No
ok like can we talk about the people who just have sticks in their asses bc wtf did i ever do to u,No
@backagain8814 @mike_the_wolf_2 a bunch of smart asses i swear __,No
top 10 hottest diva asses in wwe history https://t.co/wdehpirfmv https://t.co/9yzzgtlw23,No
"keep getting different dms about how people are so happy to see me happy with c after ""army asswipe"" ___ it just reminds me how lucky i am",No
even tho there's room for improvement next sale  i'd like to give a huge thank you to the @lushltd staff for working their asses off today _,No
@parampatel97 @hindurajyam @rssorg @rsskeralashakha @vhpsampark @noconversion @sivasevak @bajrangdal i have blocked n report this fuckhead,No
i need to asses myself,No
yall pick and chose when shit is 'lame' or 'unplaya'  wack asses,No
@woahdeiena they jst want popularity and rts  hating and being an asshat has become such a trend,No
@vngnc asses bleeding asses bleeding ain't nothin wrong with that __,No
@starzgamngfilms @qwertyoruiopz no you fucking fucktard,Yes
let him run his cocksucker,No
rt @minyoorika: im not ready for christmas at all so im willing to shove trees up other people's asses https://t.co/9azaecpixn,No
cumslut asswipe,No
"rt @briannaacosta44: ""males  do y'all hate when girls grab your asses?"" sorry @luis_thaking __ https://t.co/o2hlaxcvu3",No
@royaltii2u betta __tighten they asses up,No
@andrewgilmanok keep it up  and i guarantee i can show you that you can't hide behind being a sarcastic cocksucker on twitter all your life.,No
my coworkers was cutting up since my boss was on vacation all there asses about to be firedddddd ____,No
#big wet asses porn devils films porn https://t.co/vm5cusjy9g,No
someone asswipe is setting off fires listen bub it's not the 4th of july so hows about you go inside and fucken sleep please,No
racially white i hope y'all dumbasses choke with your fake woke asses,Yes
good morning you bad asses. hope you're doing well &amp; may you have a great day! ______,No
@eyeora are u a cocksucker  i get slapped across the face  death threat from across the room (thumb run across his neck)  and then approachd,No
@cicikim crazy asses out here __,No
if i could've been drinking to deal with all of this i'd be shitfaced,No
you can tell who lame asses it be on curious cat cause they be on the tl ____,No
rt @ernamh: also  cowardly asshat not even using his real name. hey spineless pricks  nak cari gaduh  guna nama/gambar kau yg betul! dayus.,No
____ i'm live on cam _ visit my bio and add my snapchat! join me! #nsfw #porn #sexvideos #asses ____,No
just witnessed a tard take a left at a red light,Yes
leaving fake asses in 2016,No
@nathanhrubin this self congratulating asshat claims credit for everything! if it weren't for others accomplishments-he'd have none at all!__,No
these three dumb asses finna get locked up __ https://t.co/iphhco9fyo,Yes
hot women asses naked,No
frick no its not supposed to be cocksucker its supposed to be haha fffff https://t.co/vhvq8qidrk,No
@no_tats_b yea fucktard we know and that was the second time we rooted for the cowboys this year because our team is a bunch of losers. fuck,Yes
@jrtrocourier to tag your asses when i post it,No
rt @gezus_adam: can we leave being a savage in 2016 please. fake asses.,No
get off your asses and fucking do work! ain't getting no where just sitting around,No
some bitchz like to copy erthang that i do  so guess what. you're getting ur asses kickedddd ___,No
@kramnottus @etonoldboys @viking_tiger it s not the law thats an ass it s the asses that enforce it,No
people be whole dumb asses out here,Yes
konstantinos is cheating and we're laughing our asses off,No
#big wet asses porn tamil model girls nude pics https://t.co/xeocdqdhfh,No
rt @stephllamas: i love when girls get out of toxic relationships bc they always want to party  shake their asses &amp;drink every weekend andƒ,No
you are such an asshat i love you https://t.co/nsnupkziez,No
rt @lilsoymami: alright  i need nye plans now. hmu im tryna get shitfaced,No
@marveltraitor y'all didn't know me when this happened but i got shitfaced in universal with camarena,No
@himederebun morning cocksucker,No
asses in public porn,No
why were we all si far up their asses the music wss fuckint horrible,No
nothing about this on the tl? y'all some two-faced asses https://t.co/i2vvhmajef,No
didn't know seeing people make an asshat out of their pitiful selves could be so entertaining,No
i s2g none of y'all in this fucking school can park the lines are straight not diagonal asshat the people in new york do better than y'all,No
bring it on 2017 pfft...we all know that 2017 is gonna knock everyone down on their asses like they claimed 2016 did this year____,No
https://t.co/tb2hehpctv  all yt ppl need to watch this bc he read yall asses.,No
@beastinthehead @youkandycom it's a current model  you cum gobbling fucktard.,Yes
he video of 15 &amp; 21 slapping asses is so funny to me lmao,No
ok  i've been really good &amp; stayed in over the last few days  so someone please take me down the pub &amp; get me royally shitfaced. thanks! xx,No
"may not be a ""varsity sport"" but trust me we've earned those jackets. staying 15 hours working our asses off everyday and being brilliant ____",No
hate people who walk around with faces like slapped asses all day  smillleeeeeeee__,No
"i feel bad for y'all ""it don't feel like christmas asses"" biiiiihhh i'm ready to open my presents &amp; for my fam to open theirs __",No
the ot3. the babies. the shithead main characters. https://t.co/erlb89uimr,No
rt @marychatman248: i feel this curious cat shit gone end up revealing yall asses,No
@utfozzie where are your numbers  asshat? @afperezb9 @shewhovotes,No
new video - tanned gays alber charles and anthony gimenez fingering and fucking their sexy asses on an island -ƒ https://t.co/fyghj0enxx,No
rt @adampyoneer: backwood$ ba$tard #longlivespeedy #fastmoney #websterhall @retchyp https://t.co/c2xrvfcf82,No
hope he tells u that harassments not a prank but hes in it for ur dumb asses money. i'd be too if i had a dumb fuckƒ https://t.co/lqzdxkzkr3,Yes
@shigekibaba wow he's a shithead.,No
@_cici_06 y'all cry back n forth to eachother soft asses,No
moped porn #asses persian girls https://t.co/jfsfagm0e1,No
entered 2017 with my real ones...all you fakes can keep your asses in 2016______,No
#santahasabadfeelingabout people going back to being jack asses december 26th,No
@sisonacr @andromenerds quarians got their asses kicked &amp; booted off their own planet. also ya leadership is whack.,No
@slimmyslim94 @pooh_theloverrr @delta not surprised that's the petty shit there recessive asses do,No
i'm unfollowing so many ppl on instagram bc i don't wanna see vaginas and asses everywhere,No
@michelle_hndez staying a fact asswipe,No
sure  lets shoot somd random assholes..it'll be fun she said. well now look  /he/ is on our asses. greeeat idea harley. @harlysasylum,No
round tits big asses https://t.co/fex2ynginl,No
@anttheicon where ever it's from prolly legit. space too big to be alone and they prolly ain't happy with our filthy asses.,No
man that person was cool as heck too bad he turned out to be a shithead,No
but they asses can't write or spell to save their lives. https://t.co/6thtiutg8z,Yes
@_manijay __________ mad asses it was a lil but of a waste tho,No
@yoonglgod i just don't see why ppl have to be so prideful?? i always end up apologising for their asses when they were the ones being dicks,No
tryna get drunk and shit y'all need to be talking ya lil heathen asses to church __,No
"my mom said ""yall know yall asses get chrima afterwards cause yall get __ all through out the year ____""  but merry christmas yall ____",No
i wish yall would stop jinxing my 2017 w. your debbie &amp; doug the downer asses yall annoying ima have a good year evƒ https://t.co/vcsmr7lzdt,No
blonde frenching milf's with nice asses https://t.co/fcyzyniuut,No
@jordangmmeyer complete asshat. but his reputation didn't have anything to do with him getting kicked off *if* it went down like he claims.,No
y'all asses be trying to set ya boy up for failure,No
@seinhor9 trop tard ____,No
@wuddup_itzmandy you already know!! they ain't ready for our asses ______,No
yah noh  light skin niggas handed us our asses this year,No
asshat of the year award: dougækass https://t.co/9dyfjcrie2 https://t.co/yd202uclfr,No
rt @milfmuva: ____ these niggas getting pimped this year __ tired of they non faithful asses https://t.co/amteklsjgl,No
rt @sydsquidy: i love @darlynvibes so fucking much her personality is so amazing i hope she never has to deal with shit from asses she deseƒ,No
jeanna fine is a mature cocksucker with big tits https://t.co/xhrh8j9byo,No
horny bald jocks adam russo and park wiley licking and fucking their asses https://t.co/nh7juvwocu,No
somebody needs to let our asses know https://t.co/0ul85sbgyb,No
@duckdonger @srqbizman meyer meltdown coming!  31 -0 ?   shutout and got your asses whipped ??   no ohio refs there to save u?  lol!!,No
i'm going to sleep fuck getting shitfaced tonight,No
rt @spacetwinks: [shithead middle schooler wings a half full can of sprite at my head] this is just like black mirror predicted,No
@kato3000 lol you're a fucktard,Yes
"@llcooldave86 you're a gross lil' shithead and you probably think ""white genocide"" is real",No
they asses skipping out the closet,No
#dangal will overtake #sultan in collection. and @sirjadeja will overtake krk in being an asswipe.,No
hi! who wants to join me on cam for good time? _ check out the link in my bio! #nsfw #porn #sexvideos #asses,No
@sandratxas @abodi999 israel whipped their asses senseless. it's funny watching them die while fight real israeli warriors.,No
if yall dont leave sabrina alone imma eat all ya asses https://t.co/tvejwwg3gu,No
@0boyd0 @marcwhelton @jeffp954 i'm irish you shithead. americans are always fetishising irish culture.,No
the girlfriend tag is finally / up gay twitter and the gay universe has exploded go watch our cute asses n rt !!ƒ https://t.co/dssyppf5ap,No
@nursshi91 my friend said they're using their asses to judge lol,No
wow - a bunch of candy asses  cocoa hugging  safe space needy - i need a good hug __ what the hell is the matter witƒ https://t.co/ocamnbijyc,No
watch it live: https://t.co/y5bepf73lx breanne benson - great asses and some beautiful bodies https://t.co/gaiegk7fjl,No
rt @asspamphlet: i can warm up those asses. #allaboutass https://t.co/vtgnianjxk,No
hot lesbo sluts fist each others asses and cum https://t.co/ubobwcejep,No
@brookebanks and of course it was made by those 2 legends too. i live for their avant guard asses,No
well he must be a shithead https://t.co/ixks4qbnk8,No
i wish i had 2 000 feet  so i could put 500 of them in each of your asses,No
rt @cfaxagegus: slim sexy girls lay with their food and asses https://t.co/r4yn7wpnk0,No
preening pompous asses  just like you. https://t.co/yl1utgggmp,No
lol imagine if they let romo play longer  he would have torched they asses https://t.co/wchzmkrk0v,No
sister souljah come for our american asses every time in her books __ i'm sick of this lifestyle tho tbh,No
"rt @madisonoliver__: julia's definition of shitfaced: one shot that she ""didnt even like""",No
#country girl squirting sexy big round asses https://t.co/0mh09idx72,No
babes with big asses fucking like crazy https://t.co/rgoh22echw,No
rt @_foreverkei: ready for all you college students to take y'all asses back !,No
#naked in dorm room fat asses anal,No
most of us work our asses off for what we are giving today. and it's okay to be proud of that.,No
@3lectric5heep yeah  probably because they can`t sit on there asses and collect welfare! now they got to get a job!,No
@snapcracklebamm they little asses goals asf! i damn near wanna be dena boyfriend ____,No
rt @sippin_: got grown ass bitches crying in their whips when they see me pusssssyyyyyyy bitches who run together stay together head asses,No
thank you santa for all the thick asses you brought to me,No
shout out to @alecscoleen today !!! we worked our asses off __,No
"i accidentally said oswald shot jfk from the ""book suppository "" and now i can't forget the image of encyclopedias up people's asses.",No
it's 2 in the fuckin morning  why tf am i already hearing the roosters in wahneta. motha fucka's need to take their asses back to bed,No
i'm fucking 2 degrees away from my fucking brain boiling and leaving me brain dead but where are their bitch asses? at a fucking movie,No
if enough of us keep reporting dd's asshat  dangerous rhetoric maybe twitter will suspend his account. https://t.co/ksiyuphk1m,No
@azrael646 i promise i don't think you're a fucktard! if anything  i talked about women using their bodies to get drinks too! lol,No
ill be alone on new years so im gonna get shitfaced. then play seventeen to celebrate the year of my mens,No
@defencehq stop jailing our troops to save your sorry asses.,No
 i be getting in asses ______,No
and your nutsack blows up in her face or somethin...#2017 cocksucker__ https://t.co/bhk0ilwand,No
@besameerkapoor @srkspremikaa those lil asses are the biggest liars nowadays __,No
#anorexic hot girls asses teen age sex pic https://t.co/qlvgsf3m0s,No
@sportreel @softykjr ....idon't these fuckas gotta get their heads out their asses or we may get embarrassed next week.,No
rt @___dramada: the best revenge on a person is to smile and let them see you happy without their asses ______,No
@jesuischach @ritapanahi she isn't  indian fucktard,Yes
i am such a shithead,No
i dont like fake faces or asses #sueme,No
____ so what lame hoe wanna let them balls drop and put a name on it mad asses __ https://t.co/4kgyng27p0,No
it's only an hour &amp; a half into the new year &amp; y'all got me so fucked witcho wildin' asses,No
little latina anal slut #big asses strand fucking video https://t.co/tbbdpffzkv,No
i'm so over kylie jenner tyga the entire franchise of lahh rhw ashley gharam nicki &amp; meek rob &amp; chyna &amp; leah remini sickening asses...__,No
filthy cocksucker https://t.co/dobk5tppid 19yo #cumpig! @manpuppyxxx gets sucked #domination #sex,No
the asses of the canada alongside those who die to the canada realm,No
they asses gave me some bad meat,No
@truefactsstated they're not reporting on pill i developed to cure cancer either. shithead.,No
i should of never put that snapchat up cause now these thirsty asses are writing me __,No
rt @sammydipro: @notsofrugaljoey oh and btw  got a broom i can borrow?  thanks i'll give it back when we sweep your asses again for the 3rdƒ,No
1st off  remy ma does have delivery  it's hard &amp; gangsta. 2nd  she has flow. nm flow ain't the only type of flow dumb asses.,Yes
@seanaswifey no but seriously if y'all don't add me back i'm gonna beat y'all asses in chicago @lanasparriilas,No
neither one.. sorry asses caused pain__ https://t.co/mmwmksygwo,No
hahaha the famed 'shithead' is on the dub,No
shithead steve's top 7 animal memes of the week https://t.co/r7nvekeybn https://t.co/7qluagj07m,No
@bts_twt i love your extra asses so much,No
rt @brianhays73: #sundaynightscares ok the tag a long buddy needs to bite it. #asshat https://t.co/dd5oxrqfc0,No
