Tweets,Decision
keyboard punchin ass nigga,No
i looking for this lil nigga &amp; he on facebook rapping on live ____,No
ha. mustafi is there ______. they want to disgrace my nigga ______________,No
if this nigga don't stop screaming in my ear i sweaaaaarr,No
@fazeadapt adapt is the type of nigga to order a big mac at burger king,No
@phillycustoms do you ever stop talking about that nigga g? damn..,No
bitches who on my timeline talking bout a nigga they got fuked by but in my dms trying play innocent rare asf,No
nigga bout 12 years old __ https://t.co/hs39lquowl,No
@journalismisdoa @tomilahren @oreillyfactor thansk to trump ppl running around telln blk ppl to go bck to africa.blk ppl been called niggers,No
@thatdjchris lol shit be spooky how a nigga be losing sometimes,No
rt @drake: it ain't about money...it ain't about shit. making money nigga cause it only makes sense.,No
don't bring that shit over here cause a nigga ain't on all that shit i'm tryna get my money right,No
when i tell you that nigga come up everyday   i mean every damn day __ over the same shit bruh,No
wtf did i just watch ____ this nigga had the audacity to post this # worst tape out there ______ https://t.co/ebdhgxexua,No
they say a real nigga die come back a thousand times,No
so if this is true. then a nigga can wear a whole dress and not be gay right? https://t.co/wqc4yq3ns4,No
just like yall want a lowkey get money ass nigga we want a bitch with that same demeanor,No
in the words of another southside legend... if you woke up this morning  nigga you winning,No
2 homeboys that never switch up on me.. they act the same no matter if they got a bitch or if i got a nigga! _____,No
nigga if i ain't got my money or my bud i'm smoking you and that fool craig,No
@j_rocky9 i'm done foo __ night nigga,No
having way too much fun in the phils____shitting in pants scared of jap cold ass weather @kachaong @pongispagong https://t.co/jyqd5c6yre,No
rt @justineruiz66: @mufasathekid happy birthday lil nigga!!,No
picture me being scared of a nigga that breathe the same air as me ________,No
yes man i need a nigga like me __ https://t.co/gbooltxx4c,No
what these bitches want from a nigga *dmx voice*,No
@oldirtyjesus ____ nigga the planet blew up,No
a nigga really need that tho. can't see without em,No
my nigga trippin fr. he ain't even do his morning facetime,No
@gemmaoaten   hi gemma  are you getting in the christmas spirit. would love a follow. you little christmas cracker.,No
of course not ppl gone talk regardless that's just what ppl do but don't get caught on the nigga i was not seeing wƒ https://t.co/ztfokqd04x,No
my ma actually cheats when pulling a cracker to make sure she wins  gimp,No
rt @theruies: rule #178: never lend money to a broke bitch/nigga,No
now that killer nigga about to make your heart stop ______ https://t.co/q0rrwhoeuf,No
why is my nigga rabids shooting at walls if the guy is over there? https://t.co/isah8j0hub,No
i was sleeping good til this nigga called   now he ko &amp; im just looking at him __,No
really was about to go ham on my nigga's voicemail but i decided against it.,No
 ii would be like nigga why you asking   just call ____ https://t.co/rtrfvokp7a,No
this is the nigga that we love to see. this right here. https://t.co/rna3dtxvsk,No
@the_shooter_23 you the type of nigga to to get jumped by one person __,No
@pnbrock doesn't have one bad song. this nigga is cold!__,No
#wweroadblock asksami do you think that mick foley has betrayed you? and what are your chances at beating @braunstrowman tonight?,No
"#sexshop #6: realrock realistic cock 9"" with scrotum negro dildo realista suave - 657 gr https://t.co/ba8xzz7c1v",No
rt @ebyjeanvil: negro. do not eat boneless wings. that's not chicken. #saveabrother2017 https://t.co/aomzobfzfs,No
this nigga glenn dicksuckin lol,No
@ancestors ahahhaa you have me pending for months nigga i just forgot __,No
really tryna play me but im too smart for dat. dont ever try to run game on a nigga like me,No
rt @xdvisy: why can't i have a nigga that's all about me and only me,No
why i call myself a nigga ..you ask me? ..cause mf wanna blast me,No
rt @tuii28: s/o my nigga @rathsoe ____ boiii goes to crazy with the camera __,No
i swear you never may a fat nigga who swaggy as me. never,No
rt @queenkatstacks: never let a broke nigga hit,No
@andrewallen01 smh nigga stop this now. its dog time now. waste her time all 2017.  ruff ruff fam.,No
this lame ass crazy nigga https://t.co/kj42kowyig,No
i feel in love w the wrong nigga ..,No
she luvz dem niggaz wit dem gold slugz killin n f**kin @ the sametime :p :p ikr she luvz dem nigga wit dem gold... https://t.co/sssp4y41fm,No
@kyssemee i'm just a nigga who can't sleep.,No
richest nigga in the room.,No
nigga talm bout dropped the situation nigga i aint dropping shit till i beat yo bitch ass up @1rocketshep,No
@_yaboymiggz ched ass nigga!,No
mannnnnnnnn this nigga just said go be a hoe my dumb as said that's a underestimate ima do that regardless __________ he done blocked me,No
j.cole: if you a bitch and i'm a bitch  i'm sheryl swoopes  and you hoopz  nigga. j.cole fans: https://t.co/dwkqtzwnbz,No
the choppa flip a nigga like he acrobatic,No
@deadpint fuck you nigga. i'm sure your daddy gave you money. bust out nigga,No
when ur ex texts u saying happy holidays.. nigga fuck you and your holiday____,No
rt @donxfigueroa_: when a nigga think he next in line to get a haircut but you made a reservation https://t.co/mkm2f7lwm9,No
my nigga t cage work every day... can't get no turn ups in... he's a adult now ______,No
rt @albinaaam: beefing over a nigga is so lame to me. but don't ever disrespect me over one  bc then that's when shit gets started.,No
this nigga kaeoernick scrambled for a td..... then threw up black power in front of 80 000 mexicans..... if he make it out of la im suprised,No
@bellasoofine pussy ass nigga run up!,No
this nigga funny as shit __ https://t.co/1fhdmgqn9a,No
@058_powermoves nigga ____ how,No
neva let a nigga slide not even yah patna,No
i can honestly say that i only fucked with one nigga that wasn't a lame..,No
@drohthagod but you're the one that let a nigga fuck you from behind ____,No
5 songs you need to stream: a sharon jones christmas tune  mick jenkins  and more https://t.co/xx0y3n5w7t #technology,No
@ogmaxb_1204 it's 2050 nigga,No
@_itsmytime nigga i see you all the time p,No
my nigga! always a1 appreciate u https://t.co/m792kocdch,No
@c1utch_ yo your man cam better not lose me this championship. bumass nigga,No
no means fucken no nigga  fuck outta here,No
"rt @dartezzay: nigga said ""everybody turning into new people in a few hours i can't wait to meet y'all "" ______",No
i added a video to a @youtube playlist https://t.co/rlc8bvxfre mick foley addresses the state of raw's women's division: raw  sept.,No
@dexhi_ @roomhairs nigga can't chat longer cause he knows that he's been exposed,No
que really don't have standards __he love fucking with hoes that almost every nigga in new orleans hit__,No
"rt @_emmieeeee: i'll never brag on having a nigga because you never know who else ""has"" that nigga.",No
ots i'll leave a sissy nigga wet,No
@anti_twatwaffle opening the new year with some cracker barrel grub is a win,No
earning all of these stripes nigga,No
@souken226 ok ty jap,Yes
rt @baddieleee: not every nigga with that lying and hoe shit... and not every female like that____,No
@juturna__ go send that other nigga your location then https://t.co/ntae5ke3vw,No
rt @_slimsilhouette: all these engagements &amp; babies and i'm just tryna find a nigga i can like for more than six months,No
"rt @ilahi__: if you have to go out of your way to let it be known that a nigga is ""yours"" and ""off limits"" you shouldn't be in a relationshƒ",No
@nick4threee fight nigga,No
"rt cheka254 ""rt isweatergawd: the other nigga there taking the picture https://t.co/75fyq16jru""",No
rt @kaila_eliza: yes my nigga __ omggg waab im so weak rn __________ https://t.co/hmf0ee0h2z,No
rt @19delta4life: nigga nobody had christmas spirit like bobby and whitney https://t.co/sf0r1im9y4,No
turnt da pure up rite quick lastnite s/o @901promotion i told ya i gotcha niggaƒ https://t.co/od2x0se8gw,No
they know that's my nigga  that's a fact &amp; he stuck with me ! __,No
this nigga derrick get kicked out everyday  they be plottin on that nigga,No
@_andreaalex you a local broward hoe every nigga &amp; bitch been threw you hoe__,No
rt @justin_thomas23: nigga lame af righteously !! https://t.co/o8sxyjb1kv,No
rt @y0_christian: every nigga that know me  knows i'm real,No
#storytime one day a broke bitch told me subliminally a broke nigga don't deserve no pussy....,No
my nigga drake just tryna find that girl that will take a shot for him __,No
nigga i just got off work. also  called the cops. https://t.co/5ksbse4swo,No
nigga was really lost without,No
@knuckylame ____. facts nigga...,No
till that shit said backwards nigga____ https://t.co/3hozoczvpz,No
101 nigger pussy!&gt; the snow came a little faster now  he noted. he thought #tcspf4247919392dc019d5835d76535db9aa,No
@nutgangg that nigga twin ______ https://t.co/9kpn91yyh8,No
lol this shit aint no laughing matter nigga __ https://t.co/rfwjr41s4r,No
@jirachidog m...m...j... nigga https://t.co/1rzmba5yrb,No
brooooooooo my nigga cici was the life of the party that night https://t.co/15gfx1cppu,No
this nigga cannot text. he got a typo every message __,No
kandi pissin me off. __ we should've known tho  wasn't she fuckin with tiny nigga at the same time as her? __ we know she fake ____ #rhoa,No
yo my dog does not get tired of barking ever! this nigga been barking for 10 years __,No
@souljaboy you the type of nigga to rob a nigga you cuffed when he comes to pay you.,No
rt @alexcorreaaaa: ______ u my nigga ily stop being sad,No
jokes are half meant nigga,No
bitch nigga you a peasant.,No
dis nigga said it takes god's life to take me out on a date me and my sisters ______________________,No
definitely wasn't a bay area nigga... https://t.co/2lgccgbmq1,No
poemnotes: rt iighted: she had a vibe and a nigga started diggin' it,No
nigga it's just lights https://t.co/mjpca4kazd,No
1. sm the ballad vol. 3 // breath (jap. ver),No
rt @gordyh96: it's official. i've found the worst christmas cracker joke ever written. http://t.co/rv248dw7pu,No
so he aint give no fuck yall! i mean steady calling me   texting me asking me what im on like ew nigga you is sick!,No
69420 :( is worth a succ suicide radical and fresh but is kind of burnt as well halloween spook 202. -saadbot 1.3,No
my cousin told me her nigga get bitches... what do u do other than laugh at that?? i dnt want my nigga gettin bitches.. tf,No
i'm the type of nigga to base out delajore in a kojo funds concert__,No
you give get strapped kuz if so my nigga @tgdaboss_ giving out perk werk https://t.co/y2pge58iuf,No
how are you rushing things when you've talked to the person for like 3yrs?? nigga what fuckkkkk out my face___,No
salute brotherman! yes sir! any negro that's suffered under babylonian rule &amp; degradation needs to at least know whƒ https://t.co/wmcp2uwe8n,No
like yung sheezo said  why fw a nigga that just wants to put you on your back? __,No
i'm like this nigga dawg __ https://t.co/y2u2agxvlg,No
nigga so disrespectful for that man.. https://t.co/88cdtayeok,No
@amazonin hi i am the winner of spot the cracker which held on october 2016.  but customer care not responding propƒ https://t.co/o2haaj6ooa,No
@ftre_prospect23 nigga i like duke not my fav team but i fucks wit em but they trippin letting niggas hang around lol __calm down duke fan,No
"an hours ago  "" hmm google jap tajuk ni hmm ""  and now end up kat twitter haih  *uninstall twitter* ____",No
i'm sure her nigga give her the same ring her give 2yrs ago ____,No
always wondering why in the hell would a negro stop his brother that only wants to see him free ? https://t.co/kusttr8zk1,No
@thotgod77 you got me on this one lmao. they probably like nah fuck that nigga,No
bc i know if that nigga ever walked in the house with a mohawk  i would question our entire relationship __________so i just keep it kosher.,No
nigga looked like he was bought to help her till he saw the dildo nsndndndjsb https://t.co/ysu5kcqdev,No
dis nigga jus quote the group hanson song mmmbop in dat pussy?.....imma go over here ____________ https://t.co/ns88pezht2,No
@johnnieginya lol he want her back________every nigga been there,No
gas what i smoke nigga ____,No
nigga got that syrup &amp; po'd up heavy ____ today gone b a good day,No
bruh if i see another nigga tryna be mr. got-the-answers on twitter i might just quit lmao,No
nigga hating n i ain't even pump up yet,No
@_esimsii lol not you nigga,No
@mvlik_973 @harveywalker @xillionaireclub lmfaooo why my nigga do you like that __,No
@dorianw_15 that nigga that does coke in the bathroom ________,No
why does the us soccer team have an official cracker,No
nigga fck y'all... all y'all,No
my cousin boyfriend just bought her a real louis vuitton bag. if she leave this nigga ima beat her ass...,No
@mickfealty @bbc thank you mick! :),No
should i carry this nigga in with me to #2017 __,No
you can tell a nigga eat with you he still tucking!,No
#black chick sex videos nigger porn tube https://t.co/x17vfkxmke,No
"you dead acting like you gangbang but your pussy af lol talking bout ""on my set"" nigga you live with and old lady and have no one. foh.",No
rt @monseboii: my lil nigga  who i do it for https://t.co/yaommejcei,No
@alkeydajuiceman lmao you are such a nigga for that,No
rt @younggnii: that i love you shit don't mean nothing a nigga a still fuck on you and lie to your face lol,No
nigga this a cheetah https://t.co/kfv0azqwzo,No
@october14__ ________no nigga get your shit right,No
shut yo bluffin ass up nigga ____ https://t.co/x2ouelvnp1,No
 if yo man not my nigga than you are clarified as single - facts,No
bitch ass nigga!!!_ @rayquanverge3,No
nigga don't ever stunt on me knowing i was the best mf to ride ya face __,No
if you don't like me over a nigga  then you need to get some help suh _,No
shoot first. ask questions second nigga,No
ima slap this nigga,No
he's a nigga don't let him fool yah ____,No
happy birthday __to my lil nigga @sal_tadesse23 haha hope there's many more to come! stay up smoker __ https://t.co/rhpa0clpoz,No
rt @burnnie__: __ __ that nigga crazy. https://t.co/ohxoaozhew,No
it just seems so easyyy to have a nigga with the bag in chicago __ wtf ..,No
15 by the same nigga goddamn https://t.co/z4jntnd0pr,No
i haven't tooken a single loss all 2016 cause my nigga i'm a winner.,No
rt @jayzoverrated: dis da type of niggas i was workin wit son. dis nigga is 33 ______________ https://t.co/j3ckaypvb9,No
rt @omonakami: man  let a nigga call a bitch fat tho. https://t.co/ldfq159e2a,No
should be w/ my nigga rn .,No
u got swag girl some nigga at the club told me this lmao,No
westside story better not be your last album my nigga @thegame you still spittin that shit we need to hear,No
in 30min a nigga whole life can change,No
@justcallme_tori this. cause you gon get these lashes nigga.,No
i could never play the main i'm the side nigga ____,No
bro ain't my nigga no mo,No
i don't care if minster farrakhan your best friend. don't say nigga,No
jap yen gains|https://t.co/q4tk1brjnc #fx #forex #fb #fx #forex #fb #fx #fxsignals #forex,No
i drive better than my nigga______,No
rt @gys_miracle: another nigga will when another nigga cant ___,No
all i see is green nigga,No
god damn nigga______ https://t.co/4nwk5gsipf,No
rt @troyandretti: people keep saying he crazy this nigga hip. its always niggas like this who understand it all https://t.co/xdtnnneele,No
fml im listening to it girl jap ver but im singing the korean ver instead,No
"rt @eiramaydni: im not the type to be like ""maybe we just weren't ready""..nigga if you aint acting right now  i'm not waiting til later..",No
@caiomeechie @shelovesmeechie yeah  still ballin  nigga,No
if my phone buzzes one more time for twitter ____ nigga tryna sleep out here,No
rt @spankylongtime: never did i give a nigga cpr tonight smh,No
demond one funnyass nigga man____,No
put trust in a nigga  got burned  snake in the grass but i didn't learn,No
rt @kwapreddie_: i just wanna be spoil by a real nigga one time,No
ak 100 rounds a machine you ion wanna meet the ghost nigga __,No
rt @johnnytweets_: you ain't from newark if you ain't seen this nigga https://t.co/whpjh7h7no,No
what is a real nigga?,No
kd be acting like he has a ring or something bum ass nigga,No
"christmas cracker joke time: ""what do you call two robbers?"" all correct answers will receive five gold stars! __",No
this nigga joc said the ggz i'm dedt ____ https://t.co/8ndlfyqbnj,No
are traps gay? „ idk nigga its complicated  https://t.co/idpwvzng1h,No
oomf is one nigga i'm just not ready for yet ______,No
what these bitches want from a nigga __,No
@pipeherdvwn @elnit36 @goddess7182 may i watch? white boy cuckold who knows his place. nigga dick &amp; white girls is art.,No
anytime a nigga stop you from praying how u use to pray get rid of that nigga and start back praying how you was before his lame ass,No
i really don't know a female that's not referring to a brooklyn nigga when she say she like ny niggas,No
nigga as soon as it hit 12 niggas started shooting  my neighborhood never does this  what the fuck. https://t.co/xrmlqvhz10,No
9/10 times when a nigga put on an all white tee  he got a lil mission &amp; he goin cheat ______,No
@kingtijani_ wait you have another job? smh.. nigga work papa johns on the side,No
@henry_alaxander nigga what __ that's my old twitter,No
rt @kinggoodwin_: everybody on a mission to piss a nigga off ? like damn____,No
@umatlvntis you eat cracker barrel,No
@rj_eugene @_itsmiles_ nigga i got multiple jobs makin more money than yo ass ______,No
dont cry over a stupid ass nigga,No
free my nigga gates ___ https://t.co/zh4uvqvyy9,No
rt @slimnayeon: @royaltli but it's so funny there is a text book with a whole lesson on nigga but your poor faves just don't know https://tƒ,No
i love this nigga and can't nothing or nobody change dat __,No
@rikkacummies nigga u don't even follow back smh loser,No
@josetokyo00 lol and you know it nigga __,No
there's more of us  you know i'm a nasty nigga,No
@rmoomin84 @coldplay it's a cracker __,No
if that's a nigga__,No
i can't stand no wish washy ass nigga  that's some bitch ass shyt,No
when you quick to take a nigga bitch you know you lit,No
nigga really just draked bryson tiller tho. llf,No
nigga said i have my life in order cus i got drapes ____ whatttt,No
rt @amarisjnise: new year  new nigga __,No
@gjon_lu my nigga. god bless your family and merry christmas to you too! and a happy new years!,No
@ahernandez_7 thanks my nigga ! i appreaciet it bro ____,No
"@marcoogee @grind2timess nigga said ""zesty"" ____ https://t.co/uoqeyv9dut",No
this nigga out the whole flight of caviar in the blender. please chop him.,No
rt @bwoyjalen: nigga took what i wanted to say https://t.co/hvcrmyri3h,No
cramps ain't no joke got a nigga feeling like i'm getting stabbed to death smh__,No
if she go nigga i know my $hooters posted wit a rifle @rdx_sampain,No
@biggestsavage @weedspotlight never nigga,No
"and i wish a nigga would come check me about a joint that's not even hers like ______ ""bro  she not even claiming you so wyd mad?""",No
"______""don't go for it it on 4th down..punt it nigga""",No
@ajjjvlopez yehh my white nigga ____,No
rt @kanyeetdesk: my nigga eating a mouthful of nothing. i'm crying https://t.co/mwyubptvsy,No
@ftmbezza but seriously did you get a cracker in the box?,No
she on my tl making a nigga hungry __,No
northface on but ima east side nigga ______,No
fuck @souljaboy eat a dick nigga... (ice t voice),No
"was waiting for him to say ""can a nigga get a fry"" __________ https://t.co/tqmjxobepg",No
fwaltaldar camping coon in abodabi  manufacture of paper bags -ƒ https://t.co/cfeum68v90,No
rt @waynel_jr: that yfn lucci nigga is garbage,No
i do not fuck with the nigga   don't ask how i feel about him,No
tried to be real with some nigga and put em on money and show em some love i knew you was shiesty and gone show who u was,No
rt @seekzar: old ass nigga.. plastic on the couches headass!,No
this nigga would pick today to annoy tf outta me,No
pull up on a fuck nigga baby mama gotta nigga feelin like ya ya,No
trig lol nigga. https://t.co/tjqyjmecq1,No
rt @_lightbright33: happy birthday to my nigga @thenightsh0w my right hand man my shootah god bless ya night big dog i love you____ https://ƒ,No
@thefabdlp @barbistash nigga pleaseeeee!,No
my nigga bout 6'1 and he dead think i won't fight him,No
@garyfallsover its even shitter than a cracker joke isn't it! ____,No
rt @almightyvonzuss: cat :fuck this nigga he didn't giving me anymore nip   dog:aye you wild b i'm taking flight https://t.co/mnkac1gwab,No
@emoneyyyy_ @boominasspeez rmaoo fucc them memories you dont need to remember when a nigga was in sweats and hair not cut and shitn,No
so that nigga yall been fuckin all year__what you get for christmas?   i'll wait,No
she just said nigger but is calling you-- nvm go kpop twitter https://t.co/xpojd22xal,No
this nigga  calvin called me at 10:30 just to say let's smoke at 1 ?,No
that's some shit i'd ______...i don't gaf if a nigga cum or not...unless i care about him. i'm doing this for me family,No
now that's how you cut a nigga off leave 'em losssssst !,No
fuck the world my nigga  just keep doing you're thing. cause you're on your shit https://t.co/fed67oqzx2,No
rt @slimbumpy: offset clearly...nigga ate this hoe https://t.co/fshgtwmgkb,No
______ fuck no dhis nigga leg gawd ran thru the whole va https://t.co/giyr8cpsug,No
rt @jaysonrivera_2: @kaihlb_ this nigga bro ________ https://t.co/yjnib13kzp,No
@_xbritt_brat __________. better find you a nigga that night too. smh,No
dear liver. you the mvp right now my nigga. keep strong _________,No
rt @dirtyflacko_: i'm the bossman nigga ion take paycuts,No
ig ima keep being their side nigga then __ https://t.co/harf8t5kmu,No
@candytaughtu @__vivalajuicyyy nigga u saw wit happen to debo ________,No
crash out if i'm nervous @jiggajay___ to serve u leave a nigga slumped on the curve,No
"i hate a ""not like your last nigga"" ass nigga then they be just like them niggas and i be so disappointed",No
drop that nigga that be beating your ass 2017 save yourself,No
rt @davidbradshaw91: @piedwagtail91 morning mick have a good day any good plans?,No
@cmon_tb nigga did i say wya or wyd,No
girl this yellow nigga not my type. i like thugs. lol https://t.co/ugtdcejock,No
"need to make my sister a ""get the fuck over that nigga"" playlist  any song suggestions?",No
lmfaooo lost coon defending kylie like he isnt 8 lightyears away from her box ________ https://t.co/acr7pfz1vi,Yes
@whan_100 and you're the type of nigga that thinks lil yatchy is the best in the game. ____fuck out my face with that shit ______,No
rt @og_raheem_: ma nigga looks 15 and 25 lmao https://t.co/3b6w4dbgte,No
west side nigga____,No
all my niggas wanna fuck and she gon lettuce (let us) like a salad bar - lil wayne is truly that nigga for this bar ______,No
rt @xenagewarges: ya nigga aint shit yea full of shit yeaa,No
dude i think itÍs so adorable that mick using the cold gun expertly implies that len taught him how to use... https://t.co/dcj9idq8pm,No
i don't even know how to be around #people nigga ...,No
rt @idntwearcondoms: cheat on him __ rt @iloveyu_not: you tell a nigga not to waste your time and that's exactly what he does.,No
when your diamonds colder than a bih then you know you lit  when you quick to take a nigga bit then you know you lit,No
shout out to my uncle one time ____ nigga had me the same way this christmas________ https://t.co/sywd8ubhoy,No
.@jack is a jew nigger communist faggot by locking my account everytime,Yes
chris brown ain't that nigga to fuck with https://t.co/sul3dbgwmp,No
oxford food scientist discovers perfect cheese cracker formula _ banburyæcake https://t.co/2r1e0glqoi,No
real nigga is born every 108 minutes in america,No
@verneshh lmfao nigga thought he was slick,No
@___majoursmuva you so worried about my nigga claiming me when whole t nobody's claiming you the father of your bastard don't even claim,No
this nigga kevin durant out here trying catch bodies for christmas __,No
my best tweets came from december - february nigga was tryna get over these hoes,No
nigga white balanced his cat..... rt https://t.co/cejvuceh4h,No
bitch you know iÍm starting to fall in love with you please stop talking to every nigga on earth - alex,No
@_trapgodkano lol aw nigga get outcha feelings__,No
other bxs would appreciate a young nigga spilling his feelings to em dk why you don't ___________________________________,No
@nocigar @wearecavsnation because he's lebron james   aint no rules for a king bitch nigga,No
jap is cooking trouble in kenya. must we change electoral laws?,No
@itsjustraul nigga on my third snap i already look drunk pero tonight i'm going hardddd lol,No
wow.. how this nigga gon tell my homie that he's married but still talk to me. i always mess with the fuck boys ____,No
i wanna be a coon so bad and go buy some timbs just for this nye outfit man lol,No
@fourxside hell yeah my nigga my tears are so toxic no wonder it wiped out the ottoman empire. prince sulayman is proud of me.,No
rt @suprabryan: @iamyoungmezzy @mozzythamotive a nigga so 4real __,No
#jap girls sex videos toxxic hardcore sex films https://t.co/xebiqdxpkt,No
i miss you lil nigga @ftpgod,No
nigga or bitch __ https://t.co/shsempvl5d,No
"rt @thatcanezo: play ""hot nigga"" - bobby shmurda at my funeral mane",No
i swear this nigga be calling me just to breathe lol,No
this nigga funny dab __ https://t.co/gd81beh84l,No
he fell in love with the __ so now he saying he love me __ but i can't love no nigga too busy chasing the money __,No
you will never find another nigga like me i promise you that,No
rt @1deezyhendrix: if you was bullshittin with a nigga back in 2016.. dont even fwm now__,No
nigga finna be a multi-millionaire  i'm not worried bout a hoe __,No
i'm a young godly nigga vibe with me g,No
my nigga's 21 woop woop __,No
ribs are both too ugly and they eat nigger shit.  gross,Yes
im jk come back nigga lemme love u,No
nigga 6een shaping cuh up since 3:05,No
cracker jack. is adoption ready. 15 lbs 2 yrs  chi-mini pin mix. long legs. social. playing great with my male of... https://t.co/xpyyfpzev5,No
i can always wear it for a more appreciative nigga __ https://t.co/icp1lyhji5,No
i do not show express my love for my wealth with a big fatt nigga in my mouth... while walking on down to the dover nh bus stop  okay then!?,No
so it's racist to call a team redskins  but it's okay to call a restaurant cracker barrel?,No
it's cash carti bitch!!!__ can't take this nigga serious ____ https://t.co/2sbjvlqejh,No
these rapper just putting words together  what happened to the real rap? saving gangsta nigga from that trap,No
@zuzingh @malik5___ @nba he's good but bro ... kyrie irving ?? in today's shooting nba you'd take a nigga that can barley shoot,No
my boyfriend just said i look like ariana grande __ throw the whole nigga away______,No
rt @littlenai__: my nigga tim need a plug,No
"some girls be like ""why u texting my nigga"" buuuttt why yo nigga replying__check yoself first",No
i knew this nigga who didn't understand what stop meant during sex. had old girl in bed crying  next day they bookeƒ https://t.co/uxxqxvorad,No
i won't ever feel the need to press my shawty bout no nigga cus i know they lame,No
@kiebossin @millerthagod thats a nigga barred,No
young nigga but im rich,No
__that last nigga ruined that for all y'all. my eyes wide open now __,No
little ass girls keep playing wit me and my nigga .. el oh el __ you're just mad __,No
hit a switch on a fake nigga like a stationnnnnnn,No
sometimes a skinny nigga wanna feel strong too ____ https://t.co/s6rpeeubn0,No
real street nigga girl aint none of this made up  sex is contagious  head game crazy . ik you gotta nigga &amp; i got aƒ https://t.co/dq5w7dyjgo,No
don't need a nigga. that's a weak bitch trait.,No
@teegwuapo that nigga be cranking,No
im gonna be your wife nigga   we goin have some pretty pretty babies ______,No
@cuhris @darealroode well damn! let a nigga know when you're working,No
idk if i should put a hit on this nigga or do it myself,No
bitches don't give a nigga shit. they jus leave a nigga dick and pockets wet __ dasit,No
still remember how lost i fell the first time i saw everyone doing the cracker thing and wearing paper crowns lol ƒ https://t.co/vrspi9xlxl,No
this nigga showed up with a button up on his button up,No
@jayyalmighty what if a nigga need to sleep in till 1-2 pm  sometimes !? don't judge fam,No
nigga i got gina but i'm not martin i got techs chops glocks bitch i'm not arguin ________,No
i must really love that nigga,No
it's beyond that tho. you don't wanna be w a nigga that has meaningless sex w muiltiple ppl. rather than a nigga thƒ https://t.co/mwmdrdafri,No
rt @thethomasway_: happy birthday to my nigga vic @2smooth2bewavy,No
i be grinding this nigga tf up idgaf what time of day it is __,No
@vynezhia ______ eff you nigga,No
i ain't no ordinary nigga,No
nigga ran this hoe too https://t.co/6xwuoztlkg,No
#how many calories in one ritz cracker mattresses in colorado springs,No
rt @asiandadoll: can't not bitch make me mad by fuckin with a  nigga i already had ____ #bossup,No
one thing u never supposed to do is allow any bish to apply pressure or see u fold when it comes to ya nigga,No
"@peachtoadstools @greenthunderbro ""hi guys  yes i am ready for the party  let's go lynch some fucking niggers!"" said ghirahim.",Yes
got into a lil disagreement with one nigga yesterday cause he wanna be a supervisor so bad   now he trotting up the other niggas who hate me,No
fck a reserve nigga get you a classy nigga__,No
they say a pussy doesn't feel safe in his own hood.. but i say a smart nigga doesn't feel safe anywhere.,No
rt @rynetra_t: ya'll sleepin on cracker barrel that's where the goods at https://t.co/xolqkdcwm4,No
imagine a nigga geeked over you______________ staying up all night thinking bout you ____________telling his mama bout you smiling and shit lol__________________,No
it's like the front of the plane nigga it's all business #mr.17,No
rip my nigga buxks man,No
we all need to know if kike fucked karen !?   !?? „ ask him  go attack https://t.co/69orehaxhl,No
girl: i got a nigga   me:i got a gold fish   girl: what you tell me for?  me: thought we was saying shit that don't matter,No
@cbj0730 @alexis_lahey @thekemma no i don't i just play you know that nigga,No
lmao wtf this nigga owns prisons https://t.co/vlm9sysfap,No
me and cheech would go to the bar at six in the morning as i'm fucking the bartender outside &amp; he'd tend bar lmaooooooo that was my nigga,No
@kimberlamee nigga i will own up to my farts,No
my main mane died in front of me   so ion hesitate to put a pussy nigga under me __,No
nigga you said you liked him shut up https://t.co/wdib0mv6by,No
these hoes just want a nigga in the limelight. okay yeah yo p*ssy good but what yo mind like? _________,No
yall really dk what i want to do to this animal ass nigga. niggas are fuccin dogs. mutt ass bitches. idgaf about a soul. nan nigga or bitch!,No
rt @free7e: that nigga illuminati,No
2016 is almost ending and of course a tasteless cracker has to fuck it up even more lmao,Yes
i have no sympathy for a nigga.,No
well the last day @sneddonthomas christmas cracker event 4 @sidley_ouas'time been amazing lots of people to help xxx https://t.co/ixxxad0tsz,No
@_newgenesis lmao nigga tf ypu been,No
i got my uncle to play 8 ball with me and that nigga beat me :( https://t.co/pk8xybpqll,No
rt @cuddycay_707: this nigga is real af____ https://t.co/cqzyfd0nmc,No
omg i found some photos my mum took of mick jagger in 1988,No
@nekabeebaby i told bleed pull up this nigga says catch you in traffic then calls a bitch to have her diffuse the situation i'm like lame!,No
soulja boy is really just embarrassing now that nigga really need to go to internet beefing rehab or something and he gotta stop lying _______,No
rt @celebutaunte: nigga watch yo mouth  we ain't fuckin cool..,No
i feel bad for that girl  now she second guessing her relationship cuz the first nigga failed to treat her right,No
hell no! matter of fact hell to the muhafuckin no nigga! https://t.co/xzcawv5u1q,No
"rt @reallyareyou_: rain drop  drop top  i'll be kissing ""your nigga"" when the ball drop",No
i use to be such a bitch and dumb asf w one nigga . thank god i came a long ass way and got my head out of my ass and opened my eyes bc omg__,No
i really am a ain't shit ass nigga__,No
on some i wanna smoke a nigga shit!,No
"rt @idntwearcondoms: lmao ""shout out to game  nigga ain't show his dick in like 8 months"" __",NO
money over everything is  a nigger thing,Yes
omg he popped that nigga at the podium,No
might have to play step daddy to a nigga child   that piss a nigga off,No
rt @basedbria_: you a hustler lil nigga? or a customer lil nigga?,No
