Text,Class,Type
"@twiitiztok Dokler piše ""novi cestni zapori"", še gre.., ko bo ""cestni"" izostal, bo bolj jeba",1,
Ta gospa je že v srbiji bila tretirana kot kup gnoja. In ta gnoj smo mi sprejeli v Sloveniji. https://t.co/ssR0UDN4FA,1,
"@nejkom @drfilomena @barjanski Pa Prlekija in Prekmurje, Ptujsko polje - sfuzla se ti od občin.",1,
"@MajaKostanjsek Čaki, ne razumem... A hočeš rečt, da če bi vsakič, ko nam greš fejst na kurac, objavila fotko, bi šla na Šmarko? Hmmmm...",1,
"@lucijausaj Če bi ljudje ozavestili svoja dejanja, početja in misli. Bi bilo manj pizdarij... #slepiverniki #ovce #papige",1,
"Medtem, ko ste eni še spali, smo  drugi vriskali od sreče. FAK!!! #caminodelnorte #caminodesantiago #theway https://t.co/BxSF3ExVqV",1,
"Kaj ti pomaga, da ti avti ustavijo pred prehodom za pešce, če #kolesarji ne jebejo ne prehodov, ne rdeče luči.",1,
"Tako razmislja butl...  Kulturmarksizem je vsekakor pojav, ki je problematicen  In Brevik, ga je nacel nasilni..demokrati pa ga razkrinkavamo z demokracijo in argumenti  Hitler je  bil vegi in po  logiki marksista Jana, so vsi vegiji nagnjeni k nacizmu.. https://t.co/30nMkp7URI https://t.co/12Cq6I6rFf",1,
Kdor ne gre volit ponavadi ne gre kosit ljuljke in ponavadi dan pred oddajo projekta zboli.  Se pa pol vestno pizdi 48 do 60 tednov.,1,
"Uh ko bi res imel moči in volje, da nasuva v r.. Darijane itd.itd. https://t.co/96wdo1sICV",1,
"@MareAndi @Blaz_88 @hrastelj @JKranjcan Nacifašisti angelčki, ker so skupaj z lokalnimi filo-fašisti pobili vsaj 44 tisoč slov. rezidentov?",1,
"@vinkovasle1 Jaz ne vem kje najdejo te cvetke od raznih krogcev, pizde matrne in drugih",1,
"@had @PearlJam Glih toliko je zrajcal, da si jih še zdaj vrtim.... https://t.co/OZZ6qNvTm0",1,
"@NuckinFutsSlo Si bom ubavu, pa zdresiral ga bom tko da bo konj sam vedu pot domov. Iz kjer koli.",1,
"Pizda, js pa gledam zakaj sm vidu Canondale cycling bus dans v centru. Dirka po SLO se je začela... hah",1,
"@oggctopus Pizda, a tok ti je zadogajala? En mal velik jamra mogoče, se ti ne zdi. Pogrešam groove! :) No ja, vsakomur svoje :)",1,
"@iztokX @siskaberry @paberkovalka A bo kdo zdej morda masturbiral na mojo slovnico, al loh to zdej odnesem nekam v omaro?",1,
@strankaSDS Neverjetni ste. Papež itak ne rabi denarja saj mu vse k riti prinesejo.,1,
@agortaa @IvankaKoprivc Mrhovinarji. Naj se najde palica za njihovo ogabno rit,1,
@Stanisl15592752 Ne bodi malenkosten. Ne moremo še tistih nekaj turistov pobit,1,
izpostavljat zrtev spolnega izsiljevanja je bolj bolano od samega dejanja storilca.,1,
5 vagin. 10 jošk. 5 riti. Privošči si nas! V soboto ob 20h. rezervacije@glej.si https://t.co/ee14RfYGKd https://t.co/JovETERGI1,1,
"@miss0MFGspot jst, če bom kdaj spet samska, se preselim na samo, nabavim 5 psov in 10 mačk in ne jebem žive sile. #stupid",1,
@Orleanska1 @jkmcnk mogoče res … In potem sproti odpravljati napake ali izboljševati detekcijo sranja.,1,
@stanka_d @Blaziek @russhie @KatarinaJenko Sam je trdovraten k drek k ga ne mores dol po skoljki spravit.,1,
@JJansaSDS Tistole strašilo v Sevnici kvečem loh ponuca za kej tazga https://t.co/tStP6n0Tyb,1,
"Resnično povem vam: preden bo sonce trikrat posijalo, boste že pizdil, da je prevroče.",1,
"@serlah2017 Joj, prejoj... Milijon težav v #Slovenia , oni pa furajo tole sprdačino 😕",1,
"@MatejKmatej42 Pa ni njegov satelit, če ga baje Nova24Tv ne jebe pet posto! Se je pritoževal!",1,
@dratpirsna @YanchMb @_Almita__ Vprasaj @Pikowaru kako je s korejci in servisem. Pomoje ti lahk ene par ur pizdu.,1,
"Moja visoka greda je sicer razfuk, sam mam pa jagode konc oktobra. 😁 https://t.co/lXDKqWIExq",1,
Orgija z več kot 500 ljudmi. Kako to zgleda? To najamejo športno dvorano? Jeeebote 😂 https://t.co/5DK1qqQCWP,1,
"@JanezPogorelec @m_bostjan Goloboka država čjubi uporabne idiote, še piškotke prišpara.",1,
Tole se je vprašal profesor na turistični šoli. In kako prav ima! Šele sedaj vidimo kolk smo v riti..pa ne samo podjetja v turizmu. https://t.co/pkkKLfvJIr,1,
"Vprasanje casa je, ko bo alfa komar ugotovil, da so repelenti bullshit, placebo, nateg. Pol nam samo bog lahko pomaga.",1,
"@AnaOstricki Za luštno teto je ostal gnev, pepel in nobene želje već, po ponovitvah Igre Prestolov!!! Hebite se #HBO",1,
"Super za vse, ki ste imeli voljo/čas/sposobnosti nabrati miljaužnt gob. Zdaj jih prosim še pojejte, ker sicer je to vse kurac.",1,
"@PerfidiaDonat Mi smo na vprašanje ""in, fukaš kej"" zmer odgovorili da lani enkrat, letos pa bolj malo.",1,
@lotus2700 @Zvezaborcev_NOB Kaj fucking imam jaz z RKC in Zvonom 1 in 2? Ka jih jebe. Povedano prosto po @LeaSirk,1,
"@hajdyXP e jebat ga, balkanski posli, klasika....ampak zlata bo za vedno naša ;)",1,
"@Stellarka @_aney @mat3ja Če pa imaš normalno zaobljeno rit, pa v skoraj vseh hlačah izgleda ok. :)",1,
"@OranjeSwaeltjie @balant16 Višje cene dizla ali prostest proti Mrakešu, samo slepci zadrti verjamejo v prvo !",1,
@vs_morse Leta 2017 smo! Ko jebe domobrance in partizane! Imamo dosti drugih resnejših težav!,1,
@matejzalar @rogla ja na žalost je tko. Ampak jebeš to.. mi vemo da trga gate in zame je športnik leta.,1,
"Sonce je najboljša #MondayMotivation No, morda ne glih najboljša, sigurno pa jebeno dobra. Mislim, paše fuL.",1,
"In potem vsi pravite da smo #gorenc -i škrt, pizda, primorce poglejte !   https://t.co/owMbGPwuUm",1,
"@tyschew lahko uganeš, da me to moti predvsem zato, ker mi te jebene tabele res ne grejo.",1,
"Dns je večer, da grem v kurac. Kadila bom iqose in furala se bom z elektročnim skirojem. #truestory",1,
"Jebela, kljuka mi je z vrat padla, šefica bi pa naročilnico pisala! Zdele rabm montirač al pa modela z montiračem, krucinal!",1,
"@Dr_Eclectic Najdeš ga na Magistratu. Za termin obiska se naroči , 15 min bo na voljo , da mu poveš , da je butl.",1,
"@JoAnnaOfArc1 Ja tale Erazmus je tudi ena jeba, pa tako se Zver hvali z njim.",1,
"@polikarbonat @termie1 Ja, možno. Sem se pa zmotil...ni bila Makita, ampak jebeni Hilti...",1,
"@petrasovdat Tale komentar je pa čisto v stilu, če hočeš, da te hvalijo, umri...#DoberMinister",1,
"Par sekund zjutraj, toliko, da si v glavo vcepim kaj lepega, pozitivnega. Pa gre dan v čisto drugo smer in tesnobi pokažem fakof.",1,
"""Gravitacija je kurba!"" - moj 3mesečnik, ko ga dam past kravice. #qotd #parenting",1,
Pizdarija trole in soferji pa vas obcutek za bremzanje. #lpp #lj #kovrecakrompirja,1,
"""Ti pa danes v roza majici."" Ja? ""Malo je tko."" Sem ti všeč? ""Kaj? Saj nisem peder!"" Pedar jesi, a homoseksualac nisi.",1,
"Grims še ni dojel, če ne bi bilo nevladnih organizacij bi država bila v ""riti"" ves čas delamo namesto države …",1,
"@sivanosoroginja Treba ga je zbrcat v rit, matervola... sej potem ma kar potencial😀",1,
"ne se zajebavat, Horacij. pol bo pa zlomljena noga al neki, bojo pa vsi drugi krivi... https://t.co/bb91vAmmWM",1,
kako lepo je švaba nagnal ustaše partizanom pred cevi  Padaj silo i nepravdo - najbolja verzija https://t.co/iJz45Yb7QK via @YouTube,1,
"Mariano: gumjaste MEDVEDKE, ne metke sm reku! Pizda zdej bojo pa res vsi proti! *poje gumijast metek* pizda sej niso tolk slabi.",1,
"@tmoven Nehvaležno delo je to, res je. Sploh, ko je folk vedno bolj nadrkan in vzvišen. Moram sicer pohvalit dame na moji pošti, super so.",1,
"@Tevilevi @bugiriba @vladaRS Kdor imenuje politično opozicijo SODRGA je enak tistim, ki imenijejo begunce GOLAZEN.",1,
"@ModernaKmetica Dejmo še vsem moškim prepovedat kuhat, obleke krojit, kruh pečt, ... pomejem jih je res škoda za ta babja dela. :)",1,
"Ma naj gre vse v kurac, zdej je še Blaž umrl 🙄 prav blokirala bom @POP_TVprogram 😏",1,
"Ma jebite se vsi, samo đusiju se lohk zahvalmo, da nismo se vecja bruka... 💩 #OLIvGOR",1,
"@jure_mali Roka stari.  Če treba pa še enkrat od temeljev štartat... ker, jebeš državo, ki jo vodi kriminalc🤝",1,
"Obveščen si o poplavi, pa umakneš samo svojo pofukano rit, žival pa pustiš umret.",1,
Joj kok rad prcam folk z neumnimi objavami na FB-ju... se najraje pa egocentricne/puhle osebe brez lajfa https://t.co/DTG9glgupx,1,
@vinkovasle1 Težka bo. Za vzpon je uporabil kurjo lojtro. Pri sestopanju znajo biti težave. Sam drek.,1,
"Če so ti fantje iz MS, ima 80% njihovih starejših kolegov, ki imajo službo, službo v Avstriji. Zakaj bi bili nekaj sentimentalni do naše socialistične vukojebine? https://t.co/xR8BxvomLM",1,
@uporabnastran @gfajdi Obup. Sej bi rekla da je izguba cajta sam kurc k je najpomembnejsi del 😄,1,
@kamenko Res so popestrile nedeljske večere.  Bomo počakali. Na knjigo. Na tisto jebeno dobro knjigo,1,
"@BozoPredalic @BojanPozar @MiroCerar Kako že gre tista ljudska; ko se ladja potaplja, najprej spizdijo podgane",1,
@vagaja_boris @BernardBrscic Tudi On nam bo pokazal fakiča. Idiotov nihče ne mara.,1,
"@petrasovdat Kordiš levica so edini, ki ne ""glumijo"" v parlamentu! Kakšno majico/srajco ima je pa res en k... pomembno!",1,
@GrSgmi naj gre tovarišica na odprto kuhinjo v luton ali malmo in bo doživela pestrost neobrezanih okusov,1,
@drfilomena @aleksandertusek @YanchMb @galar @KatarinaDbr @petracj Ne sej ... Inzenirji vejo.   Kje so zafukal vsi ostali.  Razn njih. 😂,1,
"Je bil zraven pahorja tudi kučan, a se celo tekmo ni niti enkrat nasmejal, ker v ekipi ni čefurjev in smo zmagal https://t.co/vbkluVgZWB",1,
"Jebeni merilci aktivnosti. Pohvali me samo, ko se ga dovolj napijem, da grem peš domov in celo nardim cilj števila korakov.",1,
"@KatarinaJenko @_bosonoga Dobrih je par reči: youtube in da so večinoma to zdaj lahke reči. Jih lažje odneseš, ko hudič crkne.",1,
"Fukat je treba in imet otroke. Evo, ni več potrebe po posvetu. Nej nekdo izračuna kolk denarja sem prihranil državi. https://t.co/FEyjI0EWSA",1,
"@Plavalka @barjanski @valovarka V Tolminu smo vse to že imeli. So sosedje trdili, da jim bojo starci Scali po njihovih rožah",1,
"@LolekTheGreat @JJansaSDS @vladaRS @PocivalsekZ Ali pa za tvojo, nikoli ne ves. Pocivalskovi pa niso ne za tvojo, ne za mojo rit.",1,
"@donadaljnjega Ker ženske se spoznamo samo na brbotanje (lonec), sikanje (likalnik, para) in prdenje (moški).",1,
"Kupim obleko spodobne dolžine, operem, postane jebeni minić. Ni fer, nič ne smem imet, jebi se Mango. In pralni stroj. #FirstWorldProblems",1,
Ne mores verjet da en clovek ki je naredil kak razred sole v resnici tako razmislja.totalno sfedljano https://t.co/vdCXytSqV6,1,11
@MitjaIrsic @JansaRetweets @policija_si Dokler je Bulat zunaj se nimaš kaj pizdit 😉,1,
"@MihaRekar @adria_airways Ta dal razumem. Zakaj se jebat sploh z Adrio? To je tako kot SŽ, enostavno pozabiš da obstajajo,... ?",1,
@pengovsky V Švici je večna pomlad. Ali idiličen sneg in sonce. Ali poletje ob jezeru. Plus krave z zvončki. Po-faking-vsod. Cc @jkmcnk,1,
"@matjazg Hm, vi kamuflirate 3,14, LM pa je javno izrekel ""j... ga"" : Tudi jaz sem zakamuflirala, prav tako RTV SLO, POP pa ni...🤔🤨😄",1,
Ja po zaslugi takih idiotizmov  je pa fekalij res več... https://t.co/eeYKoTOOFp,1,
@KarolinaSemJaz Pa naj nekdo policijo poklice ali inšpektorje pokliče glupsoni ljubljanski na sam tu jokat,1,
"@Komanovmulc @KovacRebeka To je res za bruhat, nisem mogla prebrat do konca. https://t.co/3Qo0sgNL88",1,
"Čakajte malo. Peder, pedofil, sodomit, ilegalni migranti je prepovedano izreči, fašist, nacist, ksenofob, homofob je pa čisto ok? #cenzura",1,
@JernejaJF o jezus je mogl bit šundra........in ja! najame se poseben bus madonaboh ne pa na trolo!,1,
"Prvo tehtanje po karanteni. Rezultat +5 kg. Wtf?! Ampak, saj ob petkih kolesarim....sreča je spet na vidiku.🙂",1,
"Rekordi mojih frendov z Adrio: Zurich- Lj 16 ur Sarajevo-Lj v jebeno Pristino. Tole je konc Adrije, ziher.",1,
"@maskartin @toplovodar A veš,  kaj imajo skupnega bitcoin,  star dedec in megla?  Če se dvigne,  je dan lep :D",1,
"@DusanMarkelj No, saj. Pregovor poznam, ne vem pa kdo je pumpež in kakšna je njegova rit.  Velja za vse, kar je zglancano.",1,
"Ocitno ne znam vec kave pit. Najprej polijem cele hlace na vlaku, zdaj se po celi pisalni mizi. Wtf, ana.",1,
"Ravnokar uletu v kafič kriminalist s pištolo v roki. Ko v filmu, jebenti. :)",1,
@Istrianer @Komentar_Dana Edin pametn... jz se pa kle fukam s slovencljni...oziroma oni mene,1,
"Je rekla veterinarka, da mu bodo brez lokalne nardil becjo luknjo v luleka. Ahahahahaa pa da te vidim probat! Ne daj se, moj Muki!!",1,
@Trdosrcnez Problem bo ko se vam bo levim zacelo scufavat zaradi nesposobne in pokvarjene leve vlade!! Takrat bo pizdarija,1,
"Se je šel naš kurc zment z avstrijskim, s kakšnim ritmom bo Avstrija vračala migrante v Slovenijo ... https://t.co/bLTgqXml1t",1,
"@anusmundi @savicdomen @SanjaLT kot da volis, sam da jo oddas prazno, pretrgano ali cez celo stran narises tica",1,
Kupijo na Aliexspressu za3€ in prodajajo tu za 60€.  Ker se povprecen Slovenec boji spletne natege 🧐🤪,1,
"@NejcMravlja V 2 minutah na Youtube se lahko prepričaš, da dotični verjetno kar je debil..",1,
"@had Sej ves… ker je bil tam, folk pizdi. Ce ga ne bi bilo, bi pa folk pizdil.",1,
"@RobertKase1 če jih ne bi bilo, bi pa spet javskal, da ne pridejo - kakor se obrneš, imaš rit zadaj heh...",1,
"V bistvu sm se počutla ful uredu, pol sm dobila antibiotike in zdej se počutm k en povožen drek na soncu.",1,
@tokk93 Hehe zato veš kje si ane? :) Ja Dobranić res ni nek hrust ki bi razgrajal ampak z Mahnićem bi bil pa to en ornk babji ravs pomoje..,1,
"@FranciKek On je popolnoma nepomembna figura, manj pomembna od tarzančka na ritni dlaki.",1,
"@Kersterin12 @RLjubljana Pa žri bladi hamburger, faking pico al pa jeben čips, odjebi svetga Martina, pa nej vin nardijo 29. novembra!  😂😂😂",1,
"Vsi, ki mislijo, da je današnji Vatikan konservativen so v zmoti. Prepojen je z liberalci, judi, prostozidarji, pedri in pedofili.",1,
"@SumAndreja Iz videnega lahko sklepamo, da je samo gobec na TW, če ni gor zastav!",1,
"@ziga_cernigoj @KKCedOL @Trkaj Kao prvo. Jaz sem vse prej kot anonimni. Budala od Černigoja. Pussy Trkajček, don't fuck ....",1,
@racunskosodisce kraja socijalnih prejemkov za Furs z oborozenimi policisti je navadna svinjarija...,1,
Kakšne zlobne insisisunacije! Sem na Pagu glih. Porkamašinca! https://t.co/LfH2BjVMYI,1,
"Cortina d'Ampezzo.  Napoved: oblačno, 7-16 °C.   *fukne v kufr kapo, žabe in termoflis  Ker mene sredi poletja zeblo nea bo!",1,
"@tasosedova Sam kaj, ko ni več ta glavne šefice in je tut tam zdaj za en kurz.",1,
"Js, ki se moram peljat 50km sem zmerej točna, folk, ki se mora pripeljat 5km pa zmer zamuja. Fakof.",1,
"Zdaj pa si zamišlaj, da umreš in je to tvoj zadnji tvit, ki si ga zapisal.   *delitam pol časovnice, jebote*",1,
"@Jaka__Dolinar Špela ga bo spet najebala, pralni stroj bo zopet zaropotal na hodniku.",1,
@stanka_d najlaze je za nazaj govort kaj je slo narobe. s takimi sodnimi preganjanji zdravnikov bomo zjebali vse,1,
@urbanijam @list_novi @EPameten @JanezMeznarec Meni se jebe za vse diktaturje tega sveta,1,
Ne rabiš bit stručko za #GlobalWarming. Ko z gondolo prpizdiš 2200+ visoko in sta 50m pod vrhom namontirana dva snežna topova🤔... Pametnim dovolj! #Kačjak,1,
"@zarahrusta @metkav1 @BRajgelj @KatarinaJenko Evropejske riti pravijo, da je vsega kriv kolonializem🙃😝🤤",1,
"@Gaspercek @ZdruzenaDesnica Žgali ko blesavi? To znači biče glavobola, špirit pa take tekočine.",1,
"Nedelja je. Prjatli od Cavazze in osamljena perjad, zvečer bo čas za onaniranje #jezero #gnus",1,
"lesen šporget, nedolžna kurba; kromiran kurec, (p)tičje mleko; načelni politik, vroč led, mrzel ogenj ... https://t.co/gOhS0CTe1V",1,
"Mladi v SLO; jebemti @JernejStromajer, mal zmeden. Spodaj @strankaSD, zgoraj @NovaSlovenija . . . https://t.co/ipCsK9EknG",1,
"@had @mamin_lan Glej, karkoli boš napisal, pač si politični influenser, jebiga.",1,
"@vinkovasle1 ""Turbolenten""? WTF!  Tole jih nau samo Zvezdanin pes yebao, ampak tud Toporišićev.🤣",1,
Slovenske novice: Applov nateg z baterijami bomo Slovenci plačali dražje kot Američani https://t.co/wxvBVYmBYz #slonews,1,
"@KatBulatovic @MatijaStepisnik Lahko mu ga potegneš, če si tako navdušena nad njim.",1,
"Obleke in tunike, ki lepo padejo po telesu.  In potem imaš jebeni balkon od riti in se ti vse naloži gor.",1,
"@RagnarBelial @thenewestaj A nimajo tamoderne sesalcev pod ritjo, metlo pa za #redundancy?   Smo ja v moderni dobi :D",1,
@vinkovasle1 Od teh degenerirank pa je edin profit v zaslužku tetoverjev. Res prave fukse na kubik.,1,7
@kundrava @MladenPrajdic To so te hoteli nategnit pomoje. Mene je bp pripeljal iz Rijeke do Kranja.,1,
"Za 37 evrov ti pregledajo dojke, pa še nategnejo hkrati. https://t.co/3q5jZWMNFP",1,
"@paberkovalka @Trdosrcnez Ja, opusti sesalnik, saj se ti itak vsa pizdarija v brado ujame :O",1,
"@tekvsakdan Zdele je blo še za preživet. Večji kurc bo, ko bodo do polnoči spet ropotali okrog.",1,
"Panika v Las Vegasu: v streljanju pri casinoju vsaj dve smrtni žrtvi, napadalec ustreljen https://t.co/jQoLxrF5Mf https://t.co/7f2kvqmi4t",1,
"Joj fantje no, pejte nekam s to avtomobilsko agresivnostjo, s temi hitrostmi, voznjo tik za ritjo, izseljevanjem na napačni strani",1,
"@cashkee Imam še boljši recept. Zaposlite se za minimalca pa jih boste najbolj zajebali, tiste podatke si lahko v rt fteknejo",1,
"@Skolobrinski Prihodnje leto bodo pred stolnico v času Velikonočnih praznikov, najverjetneje riti v zrak tiščali",1,
"Po končanem mandatu si naj vladni uslužbenci najdejo delo v trgovinski panogi? Vsak drek,ki ga naserjejo,prodajo ljudstvu.",1,
"@meteoriterain @Kersterin12 Očitno bo vnukinja hitro spoznala, kakšne kurbe so lahko dedci.  Pa pregovor: Žlahta, strgana plahta 🧐",1,
"@EdoHabe @darkob @Alex4aleksandra @alojztetickovi3 ODKUPUJEJO ?  za gešenk jim jih vozim. še nafta je moja , samo da se potegnejo",1,
"@Franc_Bogovic @strankaSLS mrtvaška tišina je bila v parlamentu po tvoji izjavi, res pa je, da te nobeden ne j.. 5%...",1,
"4mesečnega kužija nam je nekdo zastrupil... Infuzija, protistrup... Mali pa te z tistimi okicami gleda... #svetjeseluqrac",1,
"Najbol pa sovrazm pijan folk na bus ze ob pol devetih zjutri, k prou smrdi po čikih pa alkoholu in pol se še neki pizdijo na glas. #shutup",1,
@Paganini_1782 @Margu501 se govori po ljubljani da pofuka vse kar ne pobegne na drevo,1,
@PStendler Če zdravniki nimajo pojma potem edino molitev še obstaja. Mi ateisti ga bomo pa najebal vi mate vsaj zaščito dobrega strička na nebu ... https://t.co/ABt991W8WB,1,
"A se spomnte, k smo pizdili čez novo spletno banko Unicredit? Po uporabi spletne banke Sberbank, vidim, da je Unicredit zakon!!",1,
@jezerska @Plavalka @GloriaPorcupine Oh sranje. Zaenkrat ima samo vrocino. Kaj bo iz tega bomo pa vidli.,1,
"@BernardBrscic Med žlahtnostjo in nežlahtnostjo izbira pač ni težka. Kot bi izbiral med žlahtnim, vrhunskim vinom in in scalnico.",1,
"@KatarinaDbr Tudi mene. In da nič ne naredijo in pustijo, da jih jebejo po dolhem in počez.",1,
"@Nebodigatreba2 @surfon @Matej_Klaric Saj Matej se sicer zavzema za progresivno zavarovalnino, kolikor se spomnim.",1,
"Joc Pečečnik je “ukradel” maske nekomu drugemu na Kitajskem, ampak so ga nategnili in je “ukradel” navadne kirurške maske in ne FFP2, ki jih je prodal državi …   S Kitajci se ni za hecat  #salesepisejosame :)",1,
@cesenj vedno so drugi krivi in vedno nas boli rit.  nekaj očitno ne delamo prav!!!,1,
"@iamAnej @gromska_strela @bilgladen to je tist najhujš, k mislš da ne morš stran. od toxic ljudi je izi it, ne nazaj pridt je večji kurac.",1,
"Javno zdravstvo v SLO je finančno popolnoma v kurcu. Zanimivo da zdravniki s koncesijo niso, levičarji pa stalno z ognjem nad njih.",1,
"@crnkovic hujsi je pravni primitivizem, ko so okazi samoumevni in jih ne rabijo...",1,
"@Nogavicka_Pika Fuj to, brez proper sence, da lahko pir spijes in zakinkas...",1,
#butale so dobile vso škodo povrnjeno #malomorgen press https://t.co/W78icfQLSo,1,
"samo posluhu za sporočila se lahko zahvalim, da se nisem znašla v totalni jebi na cesti v domače selo.",1,
"Avstrijci in Nemci imajo drugačna CPP pravila, da se VSI kurci vozijo 100 po prehitevalnem??  V S I !!!!",1,
"@DanielKalan @tedvanet Ja, jebiga - kadar pijemo kakšno drugo #fcukošnico ni potem prauga takta k se navija: Ubi ubi ubi žabara.  :D",1,
"@t_celestina Mam printskrine Janševih tvit-gnojnic. Da kakšnemu zaprem gobec, ko razlaga, da je zmeren.",1,
"@powersmoothie @kundrava Hočeš reči, da je viagra za takrat, ko te boli qrac?",1,
"Borut in Angelca v mrtvem teku - jebi ga, tako ju vidim. https://t.co/0OgzaZMuDT",1,
"Pomoje prvic v lajfu, da sm predelu celo snov za mato, zdej pa sam upam, da ne bo dala zajebanga testa :D",1,
"@Diverzija @magrateja @shyam2001 Pa moraš upoštevat, da nam šale, zajebancija in veselje res ne grejo od igre.",1,
KD Godalni orkester Strunikat in Bohem navdušila z močnimi ritmi in baladnimi melodijami. 🎶🎤🎸🥁😎🥰 https://t.co/Q7ffIHMSe6,1,
"Ne samo, da smo se navadili zunaj kadit. Navadili smo se tudi zunaj umakniti stran od mize, a vseeno uživati v dejanju. #prekletikadilci",1,
"@Vialittera @ZigaTurk @peterjancic @D_Jasmina @framedic So, ampak za razliko od ostalih opozicijskih pajacev, so bolj konstruktivni.",1,
"Neumnost meseca, objava fotke s kuhanimi prstaci (jebiga, slovenskega imena ne poznam). In potem se ljudje čudijo ...",1,
"@bostjanvidovic @had Budalo je preblago. Po tem izpadu daje občutek, da je psihopat.",1,
"Pizda uceri bi mogu basket zogo kupit, ker juter bojo bistveno drazje. #sloveniadotika",1,
"Nekaj  zašpehanim holivudskim old boysom s svojimi spolnimi nadlegovanji uspe ugasniti še zadnji blišč filmske ""meke"".😡",1,
"Sigurno se vsi sprašujete, kje v pizdi sem in me noro pogrešate. V gozdu na pripravah, ker očitno bomo počasi šli nazaj na drevesa.",1,
"@illegall_blonde Vsake jebene polete, skoke, od turneje štirih skakalnic do Planice! Faking skos.",1,
"@glashona @madpixel @jozevolf na vrhu jambora se ti prostata ponavadi lepo zadrgne in ni teh težav. pa tudi neuvidevno in nevljudno bi blo scat dol, da ne rečem outright butasto, ker je tam spodaj model, k varuje dvižnico na katero si privezan.",1,
"@matejzalar Ker jim naši na minimalcih dobavljajo dele, švabi pa postrgajo smetano.",1,
"Tam, kjer bi moral sedeti npr.otrok, si ob blazino na klopi briše rit  - pes! #piran=gana https://t.co/FGwFvbyqtj",1,
@stanka_d Kakšni grešniki? Ker smo vsi grešniki je vse kul. Nobeni grešniki nismo. Mater jim pokvarjeno.,1,
"Jeba, če si bunkeraš, pa ovi drugi tud bunker špilajo, ti pa napadat ne znaš #portugal",1,
"@juremes In pazi, še tisto malo kar ima kazni, mu zgleda kot plačan dopust. Jebelacesta, kero sranje mormo gledat, poslušat, doživljat.",1,
Kaj pa če bi teslo in manipulator izbrisali iz tvita? Bi šlo? https://t.co/VYDEeV6794,1,
@kokochannel12 @Fitzroy1985 @BRajgelj @strankaSDS V balkanski ritni luknji torej!,1,
In pa mali pudelj po imenu Smeško je popizdil nad mimoidočim trikrat večjim psom #livetweetTivoli,1,
"@mijavmuca @MiranStajerc @leaathenatabako Nisem...samo res, kak so navalili...pa od nobenega sledilca....mogoče magnet za pizdarije...😜😜😜",1,
@PGantar @ZigaTurk Nou šit šrlok! Z avtobusi po slo pobirat delavce + AUT plače vs. SLO država ti gre na roko s fabrko + SLO plače.,1,
"A u pizdo, tale SDS do sami krediti. Kaj bi sele z drzavo naredili. #sds #JJ",1,
@MATJADRAKSLER Anglija je pač resna država. Ne ciganska vas kjer sta kraja in laž glavne vrline.,1,
"To ni čudno, ampak skladno z volilnim izidom-kretensko. https://t.co/k4AXZ0RvFC",1,
hahahaha...lepo je bit spet doma! Kuharija z dobro družbo in še boljšo debilano od glasbe. SKOL!  https://t.co/e4drrscwTk,1,
"plačam 6€ za parking in se pripeljem do dvignjene rampe.  fakof, alanis morrisette.",1,
"@protislovje @nejkom @jezerska Predpisala mi je 1-1-3. Saj ne vem, če kaj manj boli al se mi že jebe...",1,
@SiolNEWS Tej tragikomediji ni videti konca pa vedno bolj butasta postaja...,1,
"Kdaj se pocutim kot tavec idiot na svetu. Kot edini, ki se dogovora drzi do picice. Boli vas kurac vse skupaj. :)",1,
@TooBigEgo Ko mu ati odklene mora samo telefon oblect v alu foljo pa bo fotr kurac kj še spreminju nastavitve ;),1,
@miran_lipovec @BozoPredalic Kje si ti doktoriral? Pri Jambreku? Nabijem te na kurac in zavrtim.,1,
@Ziebane Odbila sem kot Martina... Navatilova. (upam da ti z njeno omembo nisem pokvarila fuk mooda),1,
"@naerwenya @CotcGame jebojim retro! :) men se ne zdi cist nc retro, izgleda cist lepo klasicno kot mora bit",1,
"Tok enih robcev sem že porabil za ta moj prehlad, da je sam zame mogla ena smreka past. Jebotebog.",1,
"@AljosaDragas @SafetAlibeg Al si trol, al si pa glup na treh nivojih hkrati. Če si trol: Roast me, roast me! Če si glup: There there.",1,
@iztokgartner @blazoncek @suskozaver Restore pointi pa ne pomagajo. Isti šit.,1,
"@JozeMozina V Mladinski knjigi v SG so mi rekli, da so jo naročili in da me pokličejo. Upam, da me niso potegnili in da dostava bo.",1,
"Faaaaak ,k Fajonki in Barbari Rajgelj jih peljite.... https://t.co/Ssk8H9mN5K",1,
"Sem jest vedla! Juncker je Trumpu zagrozil, da ga bo prejel za rit in kušnil pred vso medijsko srenjo, če ga ne bo nehal strat po EU. #pussy",1,
"@memeternet @udo_brinkman Zanič! Od brezalkoholnih je dober samo Heineken. Pa, ne da se kurčim....",1,
"@vanfranco V živo, kot bi rekli Dalmatinci, ne vidiš pola kurca. Ker je enostavno preveč ljudi.",1,
"@SlovenijaVsrcu ... in sem ter tja je kakšnega usekal na gobec, so pozabili napisati. Bil je tudi boksar.",1,
"Ko celo dopoldne porabiš za ukvarjanje s kretenizmi, ti je žal, da si se sploh iz postelje dvignil. Grrr",1,
"@MisaVugrinec tisti, ki si takšne izjave privošči na TV je skrajno neumen, pravzaprav nor.",1,
"Asocialka v meni ful ne bi šla, gorenka pa pravi stfu maš že kupljene karte!",1,
